,AWSSentiment,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMlabel,IBMscore,id,Azurescore,realSentiment,text
25,POSITIVE,0.004232839681208134,0.0005948966136202216,0.2568177878856659,0.738354504108429,3.200000047683716,0.5,positive,0.93076,25,0.9586523771286011,positive,"For the fourth quarter, revenues of $39.3 billion or up 22% year-on-year and up 23% in constant currency, as we continue to benefit from ongoing strength in mobile search with important contributions from YouTube, Cloud and Desktop Search."
26,NEUTRAL,0.038041647523641586,0.19787375628948212,0.7357316613197327,0.028352906927466393,1.399999976158142,0.0,positive,0.386466,26,0.880784273147583,neutral,"Thanks. I guess two for me as well. In the quarter, looking backwards, not considering India and the impact going forward, but the international growth accelerated, so I was curious any particular regions or product categories to call out, especially given some of the weakness in the UK? And then marketplace fees are changing in several categories, including Home Furnishings, health and beauty, curious what the strategy is there, I assume to expand selection, but is it also an indication of an increasing focus on those retail categories? Thanks."
27,NEUTRAL,0.000893418095074594,0.00032266692142002285,0.9266214966773987,0.07216241210699081,1.100000023841858,0.30000001192092896,positive,0.795086,27,0.5,neutral,"Sure. Let me start with your second question. Obviously, third party sellers are an important part of our value proposition there. They’ve had great success on our site, the -- more than half of our units sold are from third party sellers. So it's very important to us that we have the right business profile, both for Amazon and for the sellers. So we will always be evolving that, part of that involves changing fee structures, sometimes, adding new fees or subtracting old ones, part of it involves raising or lowering fees that sellers pay. So you're going to see this continually from us. We generally work to change the fees to make sure that the incentives are strong on both sides and we continue to have a healthy growth in third party."
28,POSITIVE,0.024280579760670662,0.008236701600253582,0.07829957455396652,0.8891830444335938,2.9000000953674316,0.6000000238418579,positive,0.444988,28,0.8707940578460693,neutral,"On the international, on an FX neutral basis, the growth was 15% in Q3 and 19% in Q4. But last call, if you remember, I talked about the timing of Diwali and the impact that had on our growth rates. If we adjust for that and again Diwali had, took place primarily in Q4 this year and it was split between Q3 and Q4 last year. If we adjust for that, international growth is pretty flat Q3 to Q4."
29,NEUTRAL,0.028017157688736916,0.020144358277320862,0.690706193447113,0.26113224029541016,0.8999999761581421,0.4000000059604645,positive,0.998674,29,0.9447548985481262,neutral,Thank you. Our next question comes from the line of Lloyd Walmsley with Deutsche Bank.
30,NEUTRAL,0.0034951011184602976,0.000884744746144861,0.5349221229553223,0.4606980085372925,2.0,0.30000001192092896,positive,0.911229,30,0.9602634906768799,neutral,"Thanks. Two if I can. First, just on the advertising side, we hear a lot of positive feedback from customers, but also we hear suggestions of their supply constraints. So, how do you guys see inventory growth versus pricing growth as a driver in that business and are there things you can do to grow inventory?"
31,NEUTRAL,0.006671500392258167,0.0041053323075175285,0.9526232481002808,0.03659985214471817,1.600000023841858,0.20000000298023224,positive,0.652505,31,0.5,neutral,"And then secondly, there have been some reports, your Amazon shipping effort is kind of expanding beyond some test markets. So wondering if you can give us a sense for what you've seen in this test markets and how you think about expanding your shipping efforts on that productized basis going forward? Thanks."
32,NEUTRAL,0.016115330159664154,0.006225158926099539,0.5693969130516052,0.40826258063316345,2.299999952316284,0.30000001192092896,positive,0.64979,32,0.9517772197723389,positive," Yeah. Lloyd, thanks for the questions. I'll take the advertising piece first. I mean, I think as I talked before, we're working on the improving usability of tools. I mean, our priorities in the space, that's certainly one of them looking for ways to make smarter recommendations, addressing the needs of brands, automating activities, incenting new products and I think in all those regards in those priorities, we think there's some good growth to continue to come both in advertising for on our own properties, but also potentially beyond, over the longer term, so, but even as we look for advertising opportunities on places like Amazon.com, we think there's a lot of opportunity and a lot of experimentation. I think we're learning and are a very data interested company and working with a lot of great brands to be able to develop better toolkits for them, understand what types of metrics they want to make them more successful based on what they're telling us."
33,NEUTRAL,0.0011407140409573913,0.0003903372271452099,0.6735681295394897,0.32490086555480957,2.0999999046325684,0.5,positive,0.884756,33,0.5,positive,"Yeah, yeah. I think I mean, we're continuing to -- there's a lot of focus on serving that customer set. One of the things we're trying to do is continually evolve our tools and the products to help that customer set agencies, advertisers, make sure they've got a variety of ways to meet their goals. Some of the things we've done more recently over the last few months or so is expanded sponsor brands, placements, some rolled out new campaign reports, so improved campaign manager features. So a number of -- there's a number of things beyond that, but features out there that are just going to, I think, make it easier for companies to grow with the ad tools and the ad services that we offer and we're continually excited about the opportunity there."
34,NEUTRAL,0.0012116172583773732,0.006324647925794125,0.9877580404281616,0.004705748055130243,0.20000000298023224,-0.20000000298023224,negative,-0.449016,34,0.5,positive," Yeah. And on transportation, I assume you're just talking about our expansion of Amazon deliveries and Amazon logistics. Again, we have great partners in place for our business and support globally, what we do is add capacity where we feel we need to speed up service or ensure demand, particularly at peak. So we will continue to build out our DSP and flex and chip with Amazon programs. So during the quarter, it was a much bigger presence obviously year-over-year, so we're happy with that, both from a performance standpoint, the delivery estimate accuracy as we call it was very strong on our self-delivered products and also the cost profile is very good as well."
35,NEUTRAL,0.00148497661575675,0.002051999792456627,0.829464852809906,0.16699816286563873,0.800000011920929,0.4000000059604645,positive,0.774048,35,0.7176412343978882,neutral, Our next question comes from the line of Eric Sheridan with UBS.
36,NEUTRAL,0.006676854100078344,0.0024221164640039206,0.5353118181228638,0.4555892050266266,1.899999976158142,0.4000000059604645,positive,0.887718,36,0.9449238777160645,positive,"Key recent accomplishments include: in December, Waymo launched Waymo One, which enables participants to use its app to hail and pay for rides. Also Verily recently announced a $1 billion investment round led by Silver Lake as it advances on plans that are complementary and additive to its current life sciences portfolio. That investment of course was in addition to the $800 million it raised from Temasek previously."
37,NEUTRAL,0.00012283130490686744,6.262654096644837e-06,0.9429450631141663,0.05692584067583084,1.100000023841858,0.30000001192092896,positive,0.72143,37,0.5,negative," Thanks for taking the question. Maybe two if I can. One on the media side, has there been any step-up in terms of investments around media content to support your ambition with respect to Prime and the video. It's been a couple of years now since we got an update on rate of spend or how it might impact either historical periods or going forward periods, that would be number one.And then number two, going back to Lloyd's question on the advertising front, how do you think about the video opportunity, you're moving beyond just branded opportunities or sponsored products search on your own properties and thinking about experimenting with over the top video or connected TV opportunities [indiscernible] going forward. Thanks so much."
38,NEUTRAL,0.0013699713163077831,0.006401211954653263,0.9799203276634216,0.012308419682085514,0.8999999761581421,-0.30000001192092896,positive,0.410063,38,0.8013297915458679,positive," Yeah. Let me start with video. We're not quantifying the Prime video spend today, but we do – it has been increasing. We expect it to increase even further in 2019. We're seeing a lot of again continued strong adoption and the usage and viewing and hours watched of our -- both our music and our seasoned video and music. And as a step back, it builds stronger Prime connectivity with our Prime members, at least, the higher membership renewal rates and higher overall engagement. And as we like, we see -- we continue to see that engagement growing. I would say that we've had some particular success in -- recently with 10 Golden Globe nominations and 3 Oscar nominations and Jack Ryan homecoming in season two of the [indiscernible] in particular, were very well received during the quarter."
39,NEUTRAL,0.003380215261131525,0.001766874105669558,0.7379689812660217,0.2568839490413666,1.0,0.30000001192092896,positive,0.573685,39,0.5,positive," Yeah. And then on your second question, just around advertising opportunities and around video, you may have seen it not that long ago, IMDB or Internet Movie Database, one of our subsidiaries, launched FreeDive, which is an ad supported free streaming video channel that's available in the US and it enables customers to watch TV shows and movies without purchasing a subscription. So ad supported, so that's available on the IMDB website with your laptop or personal computer on. I think it's definitely on the Fire TV devices as well is a great way to consume content.So I think excited about that, other opportunities we've been working with in ads, video for a bit longer period of time have been things like our sports offering, some of the live sports that we've done, things like Thursday Night Football, really like the success that we've seen on those and been learning from that and looking forward to pursuing more opportunities to engage and serve with customers with those types of video offers, but also take some opportunity to monetize with the advertising."
40,NEUTRAL,0.004123925231397152,0.0013578274520114064,0.8330868482589722,0.1614314168691635,1.7000000476837158,0.0,positive,0.761691,40,0.5,neutral, Our next question comes from the line of Jason Helfstein with Oppenheimer.
41,NEUTRAL,0.0005119249690324068,0.0005220457096584141,0.9840946793556213,0.014871379360556602,1.7000000476837158,0.5,positive,0.938316,41,0.8247823715209961,negative," Thanks. Just two, so just can you comment, did advertising slow down relative to third quarter. One, you kind of adjusting for 606 and then secondly, was there any reallocation in segments between online and physical stores and if not any commentary why physical stores was down year-over-year? Thanks."
42,NEUTRAL,0.0017992747016251087,0.0006821806891821325,0.7825426459312439,0.21497593820095062,1.7999999523162842,0.6000000238418579,positive,0.915053,42,0.9266140460968018,negative," Yeah. Thanks, Jason for your questions. Let me start with the physical stores revenues. So physical stores decreased 3% year-over-year and this is primarily Whole Foods, but also includes our other stores, the Amazon Books stores, Amazon Go, Amazon 4 star. What happened in the quarter was we were lapping a period last year when we – we had purchased Whole Foods in Q3, as you remember of 2017. In Q4, we adjusted their fiscal calendar to link it up with Amazon’s and it added about 5 days of revenue into Q4 of last year. So we’re comping that year-over-year.The second piece is that, the – as you said, the online orders where people go to the Prime Now app and then order for delivery or pick up at Whole Foods stores does count or is counted in the online stores component of revenues. So if you adjust for those, with the Whole Foods growth year-over-year on an apples-to-apples basis was approximately 6%. Because of some of those, again, mostly the year-over-year accounting days, true up issue, it’s showing up as negative 3% in physical stores."
43,NEUTRAL,0.001130245509557426,0.00035455351462587714,0.734589695930481,0.2639254629611969,3.200000047683716,0.6000000238418579,positive,0.852729,43,0.9599943161010742,neutral,"Yeah. And then just on your second question around advertising, if you look at the other revenue, the growth rate decelerated some. So it’s at 97%, still very strong, year-over-year growth in the fourth quarter in other revenue as I think you’re aware, there are a number of components, but the largest by a good margin is the advertising revenue and we are comping a period of rapid growth in the prior year, so that is part of the factor there as you mentioned, but I’d just reiterate, we’re continuing to see quite strong adoption across Amazon’s vendors, sellers, authors, all types of advertisers that are utilizing that."
44,NEUTRAL,0.0010471727000549436,0.0006780105759389699,0.655310869216919,0.34296396374702454,1.7999999523162842,0.30000001192092896,positive,0.792538,44,0.8457291722297668,neutral,"Good afternoon, everyone. Brian, can we just return to your comment earlier about the increased use of Amazon logistics, not a surprise there, but just curious through the holiday season, any particular learnings that you can offer some color on and how you view the balance between using your own proprietary logistics versus third parties as you go into 2019?.And then just a quick follow-up, obviously the HQ2 news came out during the quarter, what would you highlight as maybe the most important next steps there and maybe some color on the feedback from that process, I would be interested to hear that as well? Thank you."
45,NEUTRAL,0.0022114443127065897,0.017776377499103546,0.9762822985649109,0.0037297788076102734,0.6000000238418579,-0.20000000298023224,negative,-0.359171,45,0.5,positive,"And then on your question of marketing, yes, the marketing percent of revenue was up 110 basis points year-over-year. This category also includes AWS sales and marketing and keep that in mind, because that's where a lot of our headcount investment is going. Headcount only grew 14% year-over-year, but the areas that were growing in that mix were things like technology teams, device areas, AWS, especially sales and marketing. So variable marketing was pretty consistent with prior periods and we feel good about our return on investment on the marketing, the variable marketing."
46,NEUTRAL,8.781622454989702e-05,2.164986199204577e-06,0.9387449622154236,0.06116502359509468,0.8999999761581421,0.20000000298023224,positive,0.87267,46,0.5,positive," Yes, sure. So let’s start with HQ2. Of course, in November, we announce we selected New York City and Northern Virginia and between the two cities, we will be investing $5 billion and creating more than 50000 jobs. We also announced a Operations Center of Excellence to be opened up in Nashville, which is about – estimated to be about 5000 jobs. So right now, we’re working through some next issues in both cities. We’re looking forward to investing in New York and Northern Virginia and being a good community partner as well as Nashville. So not really much else to report at this time on that.On your comment or question on transportation, we do continue to expand our Amazon logistics and delivery capability and it also matches up with our faster ship speed that we’re seeing for Prime members as well. We added, of course, we have over 100 million items that customers would get within two days, but there’s now over 3 million that will be delivered within one day or faster in 10,000 cities in town. So Amazon deliveries are a big part of that. Again, we have great third party partners as well in the transportation space. What we like about our ability to participate in transportation is that a lot of times, we can do it at the same cost or better and we like the cost profile of the two.We can also invest selectively because we have more perfect information we know where our demand is, we know where we’re moving things between warehouses and sort centers and by not involving third parties all the time, we can find that we can extend our ship cut offs, or excuse me, our order cutoffs and we’ve done that over the last few years. So that’s also another helpful side benefit for consumers when we are doing our own logistics, excuse me, transportation final delivery."
47,POSITIVE,0.012447749264538288,0.0007343866745941341,0.2652532160282135,0.7215646505355835,2.200000047683716,0.5,positive,0.805166,47,0.8610379695892334,positive,"Let me close with some observations on our priorities and longer-term outlook. First, with respect to revenues. Our 23% revenue growth in 2018 was powered in particular by the ongoing benefit of innovation in our Sites business. With eight products, with more than 1 billion users each and more people coming online every day, we remain excited by the opportunities to continue to create valuable experiences for users around the globe."
48,NEUTRAL,0.0025193325709551573,0.0011601479491218925,0.9444421529769897,0.05187840014696121,1.5,0.0,positive,0.834782,48,0.5,neutral,Thank you.Our final question comes from the line of Ross Sandler with Barclays.
49,NEUTRAL,0.001488418667577207,0.0003430942306295037,0.7253282070159912,0.2728402316570282,1.0,0.30000001192092896,positive,0.92161,49,0.5,negative," So the AWS operating margins historically kind of move around a bit. Any color on what drove the decline sequentially from 3Q to 4Q? And then I guess going back to the investment catch up theme, it sounds like 2019 will be a little bit more aggressive push from you guys. Can you parse out whether you expect the pace of retail margin expansion that we’re seeing in North America right now, is that going to continue and most of these investments are going to be in international and some of the stuff going on in India and any color on the North America operating margin trajectory? Thanks."
50,NEUTRAL,0.0009159741457551718,0.00017783661314751953,0.8752236366271973,0.12368253618478775,2.0,0.4000000059604645,positive,0.869526,50,0.5,positive,"Yeah. Sure. Let me start with the AWS operating margin, as you called it out. That number will move around, we’re very pleased with the 29.3% that we saw during the quarter. Of course, at any point in time, this business is going to be a combination of lowering prices, expanding geographically, adding people to build, especially tech teams and sales teams to build new and innovative products and staying very relevant and ahead of our customers’ minds. And infrastructure, well again, it will balance between quarters a bit.Our capital lease expenditure in Q4 was a bit higher than the prior three quarters. That had slight impact on the operating margin, but again year-over-year, operating margins were up and were almost 280 basis points. We’ve said quite openly that this is going to bounce around. What we do is to create great value for the customer on one end and then work to minimize our cost of infrastructure and we’re getting more and more creative around getting efficiency up and getting our cost of acquisition down."
51,NEUTRAL,5.1446033467072994e-05,0.00011181878653587773,0.9996986389160156,0.0001381134643452242,0.30000001192092896,0.0,positive,0.248326,51,0.5,neutral, Thanks for joining us on the call today and for your questions. A replay will be available on our Investor Relations site at least through the end of the quarter. We appreciate your interest in Amazon and look forward to talking with you again next quarter.
52,NEUTRAL,0.0007046238170005381,0.00016522229998372495,0.6983740925788879,0.3007560074329376,1.100000023841858,0.30000001192092896,positive,0.835563,52,0.5,neutral,"Thank you for standing by. Good day, everyone, and welcome to the Amazon.com Q4 2018 Financial Results Teleconference. At this time, all participants are in a listen-only mode. After the presentation, we will conduct a question-and-answer session. Today's call is being recorded."
53,NEUTRAL,0.007817117497324944,0.001484735170379281,0.7603493928909302,0.23034875094890594,2.9000000953674316,0.5,positive,0.907673,53,0.7997919321060181,neutral,"For opening remarks, I will be turning the call over to the Director of Investor Relations, Dave Fildes. Please go ahead."
54,NEUTRAL,0.10216683894395828,0.07563386112451553,0.5669206976890564,0.2552785575389862,2.4000000953674316,0.0,positive,0.550566,54,0.8663966059684753,neutral,"Hello, and welcome to our Q4 2018 financial results conference call. Joining us today to answer your questions is Brian Olsavsky, our CFO. As you listen to today's conference call, we encourage you to have our press release in front of you, which includes our financial results as well as metrics and commentary on the quarter. Please note, unless otherwise stated, all comparisons in this call will be against our results for the comparable period of 2017."
55,POSITIVE,0.005637016147375107,0.0003070528036914766,0.2580569386482239,0.7359989881515503,4.400000095367432,0.4000000059604645,positive,0.916148,55,0.9313516020774841,neutral,"Our comments and responses to your questions reflect management's views as of today, January 31, 2019 only, and will include forward-looking statements. Actual results may differ materially. Additional information about factors that could potentially impact our financial results is included in today's press release and our filings with the SEC, including our most recent annual report on Form 10-K and subsequent filings."
56,NEUTRAL,0.00985545665025711,0.19624052941799164,0.7866392731666565,0.007264730520546436,0.8999999761581421,-0.4000000059604645,negative,-0.852252,56,0.5,positive,"Thank you. Good afternoon, and welcome to Facebook's Fourth Quarter 2018 Earnings Conference Call. Joining me today to discuss our results are Mark Zuckerberg, CEO; Sheryl Sandberg, COO; and Dave Wehner, CFO."
57,NEUTRAL,0.00915990024805069,0.0005872163455933332,0.5954001545906067,0.39485278725624084,1.5,0.0,positive,0.927146,57,0.5,positive,"So first, continue making progress on the major social issues. The most important work here is to keep executing our road map to build systems that can proactively identify harmful content so we can act on it sooner. We just finished a year of very heavy investment to get these systems to a better place, and we've seen the results of that in recent elections, including the U.S. midterms and in our transparency reports, where we report what percent of violating content we identified proactively. We ended 2018 with more than 30,000 people working on safety and security, up from 10,000 people a couple of years ago. And this work will never be finished, but I now believe we've built some of the most advanced systems in the world for dealing with these issues."
58,POSITIVE,0.042853474617004395,0.0018841405399143696,0.27354317903518677,0.6817192435264587,4.699999809265137,0.20000000298023224,positive,0.836787,58,0.9810898303985596,positive,"In particular, we see significant ongoing potential to apply our machine learning capabilities across our businesses. In our advertising business, machine learning has enabled innovation in advertisers ability to match consumer intent into bit more effectively for improved ROI. It has also enhanced the ability of smaller businesses to benefit from advertising on our platforms."
